fold_scene,candidate_index,n_estimators,max_depth,min_samples_leaf,max_features,class_weight,lambda,realised_f1,realised_payload
2021_08_23_10_51_24,110,400,,4,0.5,balanced,0.35,0.886513,0.024
2021_08_23_13_17_21,110,400,,4,0.5,balanced,0.35,0.91825,0.024
2021_08_23_19_42_07,110,400,,4,0.5,balanced,0.35,0.800953,0.024
2021_09_09_19_27_35,110,400,,4,0.5,balanced,0.35,0.799479,0.024
2021_09_11_00_33_16,110,400,,4,0.5,balanced,0.35,0.941361,0.024
2021_08_20_21_48_35,111,400,,4,0.5,balanced,0.5,0.928938,0.024
2021_08_21_17_30_41,111,400,,4,0.5,balanced,0.5,0.923348,0.024
2021_08_22_13_37_16,111,400,,4,0.5,balanced,0.5,0.971686,0.024
2021_08_22_22_01_17,111,400,,4,0.5,balanced,0.5,0.98737,0.024
2021_08_23_10_51_24,111,400,,4,0.5,balanced,0.5,0.886513,0.024
2021_08_23_13_17_21,111,400,,4,0.5,balanced,0.5,0.91825,0.024
2021_08_23_19_42_07,111,400,,4,0.5,balanced,0.5,0.800953,0.024
2021_09_09_19_27_35,111,400,,4,0.5,balanced,0.5,0.799479,0.024
2021_09_11_00_33_16,111,400,,4,0.5,balanced,0.5,0.941361,0.024
