realisation,F1_2G,F1_RF,F1_tau,B_2G,B_RF,B_tau,dF_2G_RF,dB_2G_RF,dF_2G_tau,dB_2G_tau
36,0.8553843390405904,0.8637810247982642,0.8603994160491892,0.024000000000000004,0.13931212121212122,0.21671212121212122,-0.008396685757673827,-0.11531212121212121,-0.005015077008598823,-0.19271212121212122
37,0.8553843390405904,0.8641077787507818,0.860864640162229,0.024000000000000004,0.1481060606060606,0.20890606060606062,-0.008723439710191405,-0.1241060606060606,-0.005480301121638553,-0.18490606060606063
38,0.8553843390405904,0.8646992642801801,0.8614309395033636,0.024000000000000004,0.15493636363636365,0.21963939393939394,-0.009314925239589655,-0.13093636363636366,-0.006046600462773166,-0.19563939393939395
39,0.8553843390405904,0.8641581480727393,0.8602709150463792,0.024000000000000004,0.1515939393939394,0.22500606060606063,-0.00877380903214886,-0.1275939393939394,-0.00488657600578879,-0.20100606060606063
40,0.8553843390405904,0.8634772440747202,0.8606072042386899,0.024000000000000004,0.14373939393939397,0.2142727272727273,-0.008092905034129738,-0.11973939393939396,-0.005222865198099447,-0.19027272727272732
41,0.8553843390405904,0.8638967741221336,0.8606694612985019,0.024000000000000004,0.14131212121212122,0.20256363636363636,-0.008512435081543201,-0.11731212121212121,-0.005285122257911445,-0.17856363636363637
42,0.8553843390405904,0.8643414625716828,0.860981612666913,0.024000000000000004,0.15299696969696971,0.2093939393939394,-0.008957123531092348,-0.12899696969696972,-0.005597273626322563,-0.18539393939393942
43,0.8553843390405904,0.865379078830818,0.862419284567159,0.024000000000000004,0.16277878787878788,0.2284212121212121,-0.00999473979022758,-0.1387787878787879,-0.007034945526568581,-0.20442121212121211
44,0.8553843390405904,0.8644928960687142,0.86051872602591,0.024000000000000004,0.1510818181818182,0.19963636363636364,-0.009108557028123743,-0.1270818181818182,-0.005134386985319539,-0.17563636363636365
45,0.8553843390405904,0.864782839844301,0.8608904284522283,0.024000000000000004,0.15744848484848484,0.2098818181818182,-0.00939850080371063,-0.13344848484848484,-0.005506089411637882,-0.1858818181818182
46,0.8553843390405904,0.8639314749136046,0.860477358168265,0.024000000000000004,0.14323939393939394,0.21524848484848486,-0.008547135873014144,-0.11923939393939394,-0.0050930191276745695,-0.19124848484848486
47,0.8553843390405904,0.8640784760428416,0.8612007807705061,0.024000000000000004,0.14667878787878788,0.22012727272727273,-0.00869413700225119,-0.12267878787878787,-0.005816441729915689,-0.19612727272727273
48,0.8553843390405904,0.865096070421559,0.8622325241991573,0.024000000000000004,0.15789999999999998,0.22061515151515151,-0.009711731380968591,-0.1339,-0.0068481851585668885,-0.19661515151515152
49,0.8553843390405904,0.8643629182737566,0.8610014091529843,0.024000000000000004,0.14425151515151519,0.2006121212121212,-0.00897857923316614,-0.12025151515151518,-0.005617070112393874,-0.17661212121212122
50,0.8553843390405904,0.8643550011860419,0.8616424962277525,0.024000000000000004,0.15402121212121214,0.23281212121212125,-0.008970662145451502,-0.13002121212121215,-0.00625815718716205,-0.20881212121212125
51,0.8553843390405904,0.8636320558875196,0.8606191109184937,0.024000000000000004,0.14373939393939397,0.2084181818181818,-0.008247716846929154,-0.11973939393939396,-0.0052347718779033325,-0.18441818181818181
52,0.8553843390405904,0.8645847543700917,0.8620632527403279,0.024000000000000004,0.1530212121212121,0.20890606060606062,-0.009200415329501332,-0.12902121212121212,-0.006678913699737499,-0.18490606060606063
53,0.8553843390405904,0.8641506974824958,0.861122409806957,0.024000000000000004,0.14225151515151516,0.21915151515151515,-0.00876635844190543,-0.11825151515151515,-0.005738070766366565,-0.19515151515151516
