split,budget,channel,snr_db,policy,f1,payload_msym,n_frames,bler_F,lambda_star,rho_E,rho_L,rho_F
validate,0.2,awgn,18.0,oracle_lambda,0.8917447353535353,0.5507272727272727,1980,0.0,0.02,0.007575757575757576,0.44696969696969696,0.5454545454545454
validate,0.2,awgn,18.0,catosg,0.8876955227272727,0.4834242424242425,1980,0.0,0.02,0.0065656565656565654,0.5176767676767676,0.47575757575757577
validate,0.2,awgn,20.0,fixed_L,0.855384348989899,0.024000000000000004,1980,0.0,0.02,,,
validate,0.2,awgn,20.0,fixed_F,0.8842759984848485,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,20.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,0.0,0.02,,,
validate,0.2,awgn,20.0,oracle_masked,0.8926514813131312,0.634739393939394,1980,0.0,0.02,0.0035353535353535356,0.36414141414141415,0.6323232323232323
validate,0.2,awgn,20.0,oracle_lambda,0.8917447353535353,0.5507272727272727,1980,0.0,0.02,0.007575757575757576,0.44696969696969696,0.5454545454545454
validate,0.2,awgn,20.0,catosg,0.8876945676767677,0.4834242424242425,1980,0.0,0.02,0.0065656565656565654,0.5176767676767676,0.47575757575757577
validate,0.2,rayleigh,0.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,0.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,0.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,0.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,0.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,0.0,catosg,0.8558411828282828,0.023660606060606063,1980,1.0,0.02,0.014141414141414142,0.9858585858585859,0.0
validate,0.2,rayleigh,2.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,2.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,2.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,2.0,oracle_masked,0.8558609717171717,0.023612121212121213,1980,1.0,0.02,0.01616161616161616,0.9838383838383838,0.0
validate,0.2,rayleigh,2.0,oracle_lambda,0.855860807070707,0.0236,1980,1.0,0.02,0.016666666666666666,0.9833333333333333,0.0
validate,0.2,rayleigh,2.0,catosg,0.8558411828282828,0.023660606060606063,1980,1.0,0.02,0.014141414141414142,0.9858585858585859,0.0
validate,0.2,rayleigh,4.0,fixed_L,0.855384348989899,0.024000000000000004,1980,1.0,0.02,,,
validate,0.2,rayleigh,4.0,fixed_F,0.7358345641414141,0.9900000000000001,1980,1.0,0.02,,,
validate,0.2,rayleigh,4.0,feature_ceiling,0.8842759977560152,0.9900000000000001,1980,1.0,0.02,,,
